subj_idx,response,rt,condition
8,1,2.557,1
8,1,1.952,5
8,1,1.981,6
8,1,1.949,2
8,0,2.564,6
8,1,1.643,2
8,1,2.322,6
8,0,3.052,5
8,1,2.208,5
8,1,2.929,5
8,1,2.665,1
8,1,2.183,2
8,1,1.768,2
8,1,1.76,2
8,1,2.156,5
8,1,1.799,2
8,0,1.714,6
8,0,1.819,5
8,1,2.36,1
8,1,2.123,1
8,1,1.834,1
8,1,1.907,6
8,1,1.919,1
8,0,2.256,5
8,0,2.077,5
8,1,1.724,2
8,1,1.807,1
8,1,1.895,1
8,1,2.339,6
8,0,1.754,5
8,1,1.639,2
8,1,2.41,5
8,1,2.494,1
8,0,3.139,5
8,0,3.295,1
8,0,3.147,6
8,1,1.754,5
8,1,1.74,6
8,0,2.058,5
8,1,1.892,2
8,0,3.062,6
8,0,2.407,5
8,1,1.925,2
8,1,2.455,1
8,0,2.471,1
8,1,2.118,1
8,1,2.771,6
8,1,1.948,5
8,1,2.169,6
8,1,2.374,5
8,1,2.201,6
8,1,1.777,2
8,1,1.675,2
8,1,2.123,1
8,1,1.672,1
8,0,2.011,5
8,1,1.797,2
8,1,3.163,6
8,1,1.68,2
8,1,1.727,2
8,0,1.773,5
8,1,1.6,2
8,0,1.703,5
8,0,1.961,1
8,1,1.707,2
8,0,2.12,5
8,0,3.605,6
8,1,2.077,6
8,0,3.555,5
8,1,1.791,2
8,1,2.088,5
8,1,1.808,1
8,0,3.92,6
8,0,2.245,6
8,0,1.712,6
8,0,2.591,5
8,1,1.704,1
8,1,1.824,6
8,1,1.904,1
8,0,2.031,5
8,0,2.348,5
8,1,2.373,6
8,0,1.96,5
8,0,3.902,5
8,1,2.416,1
8,0,3.767,5
8,1,1.944,5
8,0,2.581,6
8,0,2.182,5
8,0,2.31,1
8,1,3.162,1
8,1,1.884,5
8,1,2.956,1
8,0,1.852,5
8,0,1.908,5
8,1,1.789,2
8,1,1.769,5
8,1,3.016,5
8,1,2.496,5
8,1,2.025,2
8,1,2.73,6
8,1,1.942,2
8,1,2.508,1
8,0,1.995,1
8,1,1.746,2
8,1,1.759,2
8,0,2.347,6
8,1,2.106,1
8,1,2.212,2
8,1,2.148,6
8,1,1.815,5
8,1,1.867,2
8,1,2.088,5
8,1,1.669,5
8,1,1.862,5
8,1,2.573,6
8,1,1.725,2
8,1,1.74,2
8,0,2.736,1
8,1,2.021,1
8,1,1.755,2
8,0,4.177,1
8,1,2.303,1
8,0,1.732,5
8,1,2.321,1
8,0,2.03,1
8,1,1.742,1
8,0,2.467,5
8,1,1.768,2
8,1,1.814,2
8,1,2.228,5
8,1,1.939,6
8,0,1.83,5
8,0,2.729,6
8,1,2.471,1
8,1,1.839,1
8,1,2.752,1
8,0,3.748,5
8,0,3.623,5
8,1,2.167,1
8,1,1.705,2
8,0,3.347,5
8,1,3.367,6
8,1,1.666,2
8,1,1.751,2
8,1,1.968,6
8,1,2.048,1
8,1,1.841,6
8,1,1.656,2
8,1,1.916,6
8,1,1.7,6
8,1,1.641,2
8,0,2.14,6
8,1,1.674,6
8,0,1.794,6
8,1,1.827,5
8,1,3.522,6
8,0,2.655,5
8,0,3.176,6
8,1,1.852,1
8,0,2.314,1
8,1,1.703,6
8,1,1.848,1
8,0,1.814,6
8,1,1.637,1
8,1,1.93,2
8,1,2.431,1
8,0,1.738,5
8,0,2.525,6
8,1,1.933,5
8,1,1.867,2
8,1,2.941,6
8,1,1.758,2
8,0,3.64,1
8,1,2.529,1
8,1,2.24,5
8,1,2.444,5
8,1,1.893,1
8,1,1.831,5
8,1,1.691,1
8,1,2.044,1
8,1,1.835,1
8,1,3.204,5
8,0,2.706,1
8,1,1.65,2
8,1,1.854,2
8,1,1.653,5
8,1,2.259,2
8,1,1.924,5
8,1,1.842,2
8,1,2.097,2
8,1,1.822,1
8,0,2.723,2
8,1,3.185,2
8,1,1.8,2
8,1,1.914,2
8,1,1.723,2
8,0,3.365,5
8,1,1.728,2
8,1,2.697,1
8,1,1.915,6
8,0,1.786,5
8,0,2.057,6
8,1,1.764,2
8,1,1.803,2
8,0,2.274,6
8,1,3.297,6
8,1,2.145,1
8,1,1.893,1
8,0,2.686,6
8,0,2.013,5
8,0,1.872,6
8,0,1.917,5
8,1,2.222,6
8,1,1.694,1
8,1,1.63,2
8,0,1.96,5
8,1,1.911,2
8,1,1.72,1
8,1,2.186,5
8,1,1.852,6
8,1,2.025,1
8,1,2.077,5
8,0,1.943,5
8,1,3.118,6
8,0,2.339,6
8,1,1.657,2
8,1,1.66,2
8,1,1.568,2
8,0,3.636,1
8,1,2.179,6
8,0,1.941,5
8,1,1.659,2
8,1,3.97,1
8,1,1.737,5
8,0,1.883,6
8,0,1.692,5
8,1,3.405,6
8,1,2.536,6
8,0,2.083,6
8,0,1.93,5
8,1,1.747,1
8,1,4.161,2
8,1,1.84,6
8,1,2.625,1
8,0,2.444,6
8,0,1.792,1
8,1,2.622,6
8,1,1.712,2
8,0,2.174,6
8,0,2,6
8,1,3.314,6
8,1,2.667,5
8,1,1.968,2
8,1,1.944,1
8,1,1.938,6
8,1,1.757,2
8,0,3.391,6
8,0,2.215,5
8,1,1.715,1
8,1,1.737,1
8,0,1.94,6
8,0,1.91,5
8,1,2.267,5
8,1,1.739,2
8,0,1.964,2
8,1,1.588,2
8,1,3.75,5
8,1,2.521,5
8,1,2.389,6
8,0,3.069,6
8,1,2.991,1
8,1,2.573,1
8,1,1.777,1
8,1,1.697,1
8,0,3.668,6
8,0,2.058,5
8,1,1.67,1
8,1,1.927,2
8,0,3.041,5
8,0,1.742,5
8,1,2.365,6
8,1,1.722,2
8,0,3.412,2
8,1,1.659,1
8,0,2.755,6
8,1,1.826,5
8,0,1.868,1
8,1,1.703,1
8,1,1.821,2
8,1,1.804,5
8,0,4.078,5
8,1,1.742,6
8,1,3.923,5
8,1,1.619,2
8,0,2.949,6
8,1,2.593,2
8,1,1.769,1
8,0,2.139,1
8,0,1.739,5
8,0,2.092,2
8,1,1.748,2
8,1,2.011,5
8,1,1.588,2
8,0,2.023,1
8,1,1.858,2
8,0,1.558,5
8,0,1.607,6
8,1,2.338,5
8,1,2.046,1
8,1,2.732,5
8,0,2.421,5
8,1,1.689,1
8,1,2.354,6
8,0,2.532,2
8,0,1.681,1
8,0,1.687,5
8,0,2.349,1
8,1,1.942,2
8,1,2.018,6
8,0,2.45,6
8,0,1.742,6
8,1,1.648,2
8,1,1.687,2
8,1,1.92,1
8,1,1.592,2
8,1,3.137,5
8,1,1.728,2
8,1,1.8,5
8,1,1.926,6
8,1,1.676,2
8,1,1.976,5
8,1,2.168,1
8,1,1.554,2
8,1,2.616,6
8,0,2.428,6
8,1,1.702,2
8,1,2.762,1
8,1,1.868,1
8,1,1.729,1
8,1,1.643,2
8,1,1.521,2
8,1,1.577,2
8,0,1.839,1
8,0,2.518,5
8,1,1.703,2
8,1,1.864,6
8,0,1.691,5
8,1,1.853,1
8,1,1.627,5
8,1,1.664,2
8,0,1.624,6
8,1,2.159,6
8,1,1.587,6
8,1,2.044,1
8,1,1.608,2
8,1,1.815,6
8,1,1.669,6
8,1,1.637,2
8,0,2.849,1
8,1,1.662,1
8,1,1.737,1
8,1,1.805,6
8,1,1.64,2
8,1,1.548,2
8,1,1.914,2
8,1,1.942,6
8,1,1.566,2
8,0,2.81,6
8,1,3.056,1
8,0,2.539,5
8,1,2.116,1
8,1,2.266,5
8,1,1.617,2
8,1,1.669,2
8,1,1.955,6
8,1,1.757,5
8,1,1.646,1
8,1,1.582,2
8,1,2.184,1
8,1,1.697,5
8,1,1.681,6
8,1,1.513,2
8,1,2.656,1
8,1,1.663,1
8,1,1.669,1
8,1,1.702,6
8,1,2.508,6
8,1,1.644,6
8,1,2.127,2
8,0,2.417,6
8,1,2.504,6
8,1,1.917,6
8,1,1.62,6
8,1,2.125,1
8,1,1.713,2
8,0,1.882,5
8,1,1.876,1
8,1,1.687,2
8,1,2.731,6
8,1,2.835,5
8,1,1.9,2
8,1,1.706,2
8,1,2.184,1
8,1,1.551,2
9,1,2.135,2
9,0,4.148,6
9,0,2.559,6
9,0,4.237,6
9,1,3.27,5
9,0,4.097,1
9,1,2.177,2
9,1,3.094,6
9,1,3.633,5
9,1,3.168,2
9,1,3.668,1
9,1,2.096,2
9,1,2.934,6
9,0,4.104,2
9,0,2.887,5
9,1,3.329,6
9,1,3.221,6
9,1,2.15,2
9,1,2.019,6
9,1,2.169,2
9,1,2.251,1
9,1,2.043,1
9,1,1.995,2
9,0,2.867,5
9,1,2.468,5
9,0,3.326,5
9,1,2.154,6
9,1,1.922,2
9,1,1.988,5
9,1,2.114,6
9,1,4.215,1
9,1,2.27,6
9,1,2.147,2
9,1,3.144,6
9,1,3.553,6
9,0,2.314,5
9,1,1.976,6
9,1,2.035,2
9,1,2.013,2
9,1,4.23,5
9,1,2.491,2
9,0,2.158,5
9,1,2.704,2
9,1,2.845,1
9,0,3.313,5
9,1,3.068,6
9,0,3.011,6
9,1,2.967,5
9,0,2.771,5
9,1,1.94,2
9,1,3.082,6
9,1,2.058,6
9,1,2.79,1
9,0,3.262,6
9,0,2.268,5
9,1,2.202,6
9,1,4.094,2
9,1,2.296,1
9,1,1.864,6
9,1,2.112,2
9,1,3.023,5
9,1,2.074,6
9,0,2.12,5
9,1,2.149,1
9,1,2.317,6
9,1,2.854,1
9,1,3.621,1
9,1,3.6,5
9,1,2.038,6
9,1,2.025,2
9,1,2.029,2
9,1,2.532,5
9,1,2.835,5
9,1,3.809,6
9,0,2.456,1
9,1,2.35,6
9,1,2.141,1
9,0,3.651,1
9,0,2.402,5
9,1,4.339,6
9,1,2.142,2
9,0,2.722,6
9,1,2.023,2
9,1,2.4,2
9,0,3.287,5
9,1,2.815,6
9,0,2.598,1
9,1,1.95,6
9,1,2.692,2
9,1,3.735,1
9,1,2.369,1
9,1,3.097,1
9,1,2.383,6
9,1,2.584,1
9,1,4.012,1
9,0,2.819,5
9,1,2.117,6
9,1,2.052,2
9,0,1.941,5
9,1,2.094,5
9,1,3.177,6
9,1,2.309,6
9,0,2.839,5
9,1,2.547,1
9,0,3.13,5
9,1,3.034,5
9,1,2.051,1
9,1,2.044,1
9,1,1.863,2
9,1,2.057,2
9,1,4.572,1
9,1,3.212,5
9,0,2.728,5
9,1,2.611,1
9,0,3.031,6
9,1,4.093,1
9,0,2.792,5
9,1,2.078,2
9,1,2.337,2
9,1,1.956,2
9,0,3.392,5
9,1,3.607,1
9,1,2.601,1
9,1,2.489,5
9,1,3.505,5
9,1,2.029,2
9,1,2.271,1
9,0,2.995,5
9,1,3.004,6
9,1,2.599,5
9,1,3.262,1
9,0,3.826,2
9,1,4.099,6
9,1,2.12,2
9,1,1.976,6
9,1,2.711,6
9,0,3.62,2
9,1,2.946,1
9,1,2.905,1
9,1,2.023,2
9,1,2.044,6
9,1,4.566,6
9,1,3.204,5
9,0,2.787,6
9,1,2.151,2
9,1,1.94,6
9,1,2.207,6
9,1,4.172,5
9,1,2.053,6
9,0,3.797,6
9,0,2.301,6
9,0,4.241,2
9,1,2.22,2
9,1,2.491,1
9,1,2.96,6
9,0,3.743,5
9,1,3.99,6
9,0,2.711,6
9,0,2.231,5
9,0,3.449,1
9,0,2.51,5
9,1,1.974,2
9,1,2.32,1
9,1,2.248,2
9,1,2.195,2
9,1,2.547,6
9,1,3.801,1
9,0,2.884,5
9,1,2.876,5
9,1,1.99,2
9,1,3.618,5
9,1,4.239,1
9,1,2.544,5
9,1,1.903,6
9,0,2.753,5
9,0,2.562,5
9,1,2.529,2
9,0,2.891,6
9,0,3.258,5
9,1,2.816,6
9,1,3.914,1
9,1,3.461,5
9,1,3.493,1
9,0,1.979,6
9,1,2.095,1
9,1,1.849,2
9,1,2.852,6
9,0,3.235,1
9,0,2.001,5
9,1,1.77,1
9,1,2.152,6
9,1,2.61,2
9,1,3.311,1
9,1,2.287,2
9,1,2.345,6
9,1,1.947,2
9,0,2.329,6
9,1,1.96,1
9,1,1.939,5
9,1,2.063,2
9,0,3.876,1
9,1,1.974,2
9,1,1.884,2
9,1,2.707,1
9,1,2.405,1
9,1,2.374,6
9,1,2.115,2
9,1,1.971,2
9,1,3.002,1
9,1,2.876,1
9,1,2.729,1
9,1,2.505,5
9,1,2.076,2
9,1,2.167,1
9,1,2.257,5
9,1,2.086,2
9,1,3.075,5
9,1,2.212,6
9,1,2.103,6
9,1,2.975,2
9,1,2.153,2
9,1,1.994,2
9,0,2.704,1
9,1,1.932,1
9,1,2.313,5
9,1,2.284,2
9,1,2.289,1
9,1,2.575,2
9,1,2.789,5
9,0,3.547,1
9,1,2.241,2
9,1,2.425,1
9,0,2.475,1
9,1,2.491,6
9,0,4.505,2
9,1,2.082,5
9,0,2.117,6
9,0,2.671,5
9,0,3.77,1
9,1,2.389,5
9,0,3.802,1
9,1,1.992,2
9,1,2.055,1
9,1,1.97,2
9,1,1.905,6
9,1,1.983,2
9,1,1.962,2
9,1,2.074,2
9,1,2.516,1
9,1,2.189,6
9,1,2.304,5
9,0,2.089,5
9,1,1.896,2
9,0,3.884,1
9,1,2.211,1
9,1,2.051,2
9,1,2.67,1
9,1,2.192,2
9,1,2.924,1
9,1,2.176,2
9,1,2.67,6
9,0,3.343,6
9,1,2.351,2
9,1,2.657,6
9,1,1.936,6
9,0,2.719,6
9,1,2.111,5
9,1,2.21,6
9,1,2.206,6
9,1,2.287,2
9,1,2.679,5
9,1,3.854,6
9,1,1.894,2
9,1,2.652,1
9,0,2.953,6
9,1,1.941,2
9,1,1.796,1
9,0,2.923,5
9,0,2.604,5
9,0,3.846,1
9,1,2.359,6
9,1,2.269,1
9,0,2.288,1
9,0,1.843,1
9,1,1.866,1
9,0,2.419,6
9,0,2.588,5
9,1,4.382,5
9,1,2.294,1
9,1,1.941,2
9,0,3.527,5
9,1,2.702,5
9,1,2.25,2
9,0,2.087,5
9,1,2.272,1
9,1,2.01,2
9,1,2.942,1
9,1,2.138,1
9,1,2.142,2
9,1,2.238,2
9,0,2.949,5
9,1,2.355,1
9,1,2.031,2
9,1,2.424,5
9,1,2.654,6
9,1,4.162,1
9,1,2.419,5
9,0,2.999,5
9,0,3.64,6
9,1,2.425,6
9,1,3.061,2
9,1,2.155,5
9,0,2.163,2
9,0,2.958,6
9,1,2.608,2
9,1,2.849,6
9,1,1.885,2
9,0,2.438,1
9,0,2.013,1
9,1,2.688,5
9,1,3.004,1
9,1,2.909,5
9,1,2.009,2
9,1,2.592,5
9,1,2.19,2
9,1,3.012,2
9,1,2.119,2
9,0,2.902,5
9,1,2.177,6
9,1,2.583,1
9,0,3.069,5
9,1,2.167,1
9,1,2.262,2
9,1,2.232,6
9,0,3.558,6
9,1,2.625,1
9,1,1.987,6
9,1,2.442,5
9,1,2.26,6
9,0,2.383,5
9,1,1.937,6
9,0,2.724,1
9,1,2.033,6
9,1,3.094,6
9,1,2.321,2
9,1,2.027,6
9,1,2.506,6
9,1,2.117,2
9,0,2.763,5
9,1,2,6
9,0,2.74,5
9,0,2.143,5
9,1,2.342,5
9,1,2.394,2
9,1,3.553,2
9,1,4.191,1
9,1,2.564,2
9,1,1.847,2
9,1,1.829,2
9,1,2.601,6
9,1,2.837,2
9,0,4.168,5
9,1,2.696,2
9,1,3.076,1
9,1,3.502,1
9,1,2.082,5
9,1,2.067,6
9,0,2.563,5
9,0,2.038,5
9,0,2.862,5
9,1,2.296,5
9,1,2.995,2
9,0,3.338,5
9,1,3.843,6
9,1,2.557,2
9,1,2.908,2
9,1,2.205,6
9,1,4.173,1
9,1,3.454,1
9,1,3.312,1
9,1,2.364,2
9,0,2.214,6
9,1,2.207,2
9,1,2.476,1
9,1,2.125,6
9,1,1.841,5
9,0,2.622,1
9,1,2.141,2
9,1,2.872,5
9,1,3.118,2
9,0,4.576,1
9,1,3.333,6
9,1,2.143,1
9,0,2.701,6
9,1,2.882,2
9,0,2.34,6
9,0,3.477,1
9,1,3.691,1
9,1,2.373,6
9,0,2.602,5
9,1,1.962,2
9,0,1.896,1
9,1,1.976,2
9,0,2.642,5
9,1,2.407,1
9,1,2.156,5
9,0,2.189,5
9,1,3.617,5
9,1,2.057,2
9,0,2.134,1
9,1,1.882,2
9,0,2.176,6
9,0,1.965,6
9,1,1.84,1
9,1,1.936,1
9,1,2.355,1
9,1,2.199,2
9,0,2.178,5
9,1,2.028,2
9,0,2.204,6
9,0,1.934,5
9,0,2.166,5
9,1,2.039,6
9,1,2.268,1
9,1,2.369,1
9,1,2.115,1
9,1,2.136,6
9,1,2.6,5
9,1,2.848,6
9,1,2.165,2
9,1,2.009,2
9,1,1.75,2
9,0,2.683,5
9,0,2.247,6
9,0,2.608,1
9,1,1.931,5
9,0,2.357,1
9,1,4.046,5
9,1,2.214,2
9,1,2.082,6
9,1,1.871,2
9,1,1.857,2
9,1,2.356,6
9,1,2.678,6
9,1,2.049,6
9,0,2.239,5
9,1,4.217,1
9,1,2.037,1
9,0,2.17,2
9,1,1.985,2
9,1,3.309,1
9,1,2.144,1
9,1,2.447,1
9,1,2.483,5
9,1,2.581,1
9,1,2.553,1
9,1,1.94,5
9,1,2.987,6
9,1,2.635,5
9,1,2.983,1
9,1,1.959,6
9,1,2.35,2
9,1,2.129,1
9,1,1.924,2
9,1,2.589,5
9,0,2.383,1
9,0,2.315,5
9,1,2.557,6
9,0,2.208,5
9,0,2.049,6
9,1,4.51,6
9,1,2.175,2
9,0,3.838,1
9,1,1.932,2
9,0,2.041,5
9,0,3.285,1
9,1,3.352,1
9,1,2.117,2
9,1,2.3,6
9,1,1.949,5
9,0,2.196,5
9,0,2.108,5
9,1,3.089,1
9,1,1.972,2
9,1,2.347,5
9,1,1.869,2
9,0,2.608,1
9,1,2.482,6
9,1,2.524,5
9,1,2.111,2
9,1,1.963,6
9,1,2.077,6
9,1,1.989,6
9,0,3.601,5
9,1,2.106,2
9,1,2.319,6
9,1,2.117,5
9,1,1.882,5
9,0,2.009,5
9,1,2.342,2
9,1,3.398,6
9,1,1.959,2
9,1,1.859,6
9,1,1.841,5
9,0,2.462,6
9,0,2.442,5
9,1,2.986,1
9,1,3.407,1
9,1,2.722,1
9,1,1.999,6
9,1,2.574,2
9,1,2.404,6
9,1,2.217,6
9,1,2.185,6
9,1,2.322,2
9,0,2.21,5
9,1,2.18,6
9,1,2.71,6
9,0,1.949,5
9,1,1.939,5
9,1,1.99,2
9,1,2.659,6
9,1,2.883,5
9,1,2.227,5
9,1,3.356,6
9,1,2.395,2
9,1,3.002,6
9,1,2.652,2
9,1,2.021,5
9,1,2.018,2
9,1,2.255,1
9,0,2.315,1
9,1,2.506,5
9,1,2.433,2
9,0,2.262,5
9,1,3.934,6
9,0,2.648,5
9,1,4.579,2
9,1,2.664,1
9,0,3.024,6
9,0,3.323,2
9,1,2.118,1
9,1,3.097,1
9,1,2.006,5
9,1,2.431,1
10,1,2.581,5
10,1,1.753,2
10,0,2.324,6
10,1,1.684,1
10,1,1.745,5
10,1,2.204,2
10,1,2.542,5
10,1,1.771,2
10,1,2.231,1
10,1,1.699,1
10,1,1.991,2
10,0,2.335,1
10,0,4.209,2
10,1,2.737,1
10,1,1.929,2
10,0,2.345,6
10,1,2.091,6
10,1,1.868,1
10,1,2.579,6
10,0,2.652,5
10,1,2.388,6
10,1,3.077,1
10,0,3.411,6
10,1,3.419,5
10,1,2.05,2
10,0,1.902,5
10,0,2.076,5
10,1,1.971,1
10,1,1.72,2
10,1,1.936,6
10,1,2.662,5
10,1,1.995,6
10,0,2.787,1
10,1,1.887,2
10,1,2.434,5
10,0,2.101,6
10,0,1.891,6
10,1,1.853,1
10,0,1.896,5
10,1,1.798,5
10,1,2.263,2
10,1,3.994,1
10,1,1.97,2
10,0,2.445,6
10,0,3.376,1
10,0,1.853,1
10,0,1.925,6
10,1,1.921,5
10,1,1.665,1
10,1,1.761,6
10,0,2.344,5
10,1,3.878,5
10,0,2.549,1
10,1,2.069,5
10,1,1.793,2
10,1,2.487,5
10,1,3.131,5
10,0,2.283,6
10,1,3.024,5
10,1,2.03,6
10,1,2.879,6
10,0,2.647,1
10,0,1.979,5
10,0,2.284,6
10,1,2.083,2
10,1,2.316,2
10,1,1.883,6
10,0,2.807,5
10,0,2.362,6
10,1,2.098,1
10,0,2.144,6
10,1,3.186,5
10,1,2.591,6
10,1,2.901,2
10,0,3.166,1
10,1,1.796,1
10,1,2.823,5
10,1,2.092,5
10,0,1.803,6
10,1,1.778,5
10,1,1.967,6
10,1,2.29,6
10,1,4.472,1
10,1,2.64,1
10,0,2.651,1
10,1,1.758,2
10,0,1.765,5
10,1,2.862,1
10,0,2.977,1
10,1,1.868,6
10,1,2.372,6
10,1,2.139,6
10,1,1.8,2
10,1,1.888,6
10,1,1.816,5
10,1,2.016,5
10,1,1.701,2
10,1,1.722,2
10,0,2.323,5
10,1,1.727,1
10,1,1.686,6
10,0,3.24,6
10,1,2.455,2
10,1,2.423,5
10,1,1.817,5
10,1,1.89,2
10,1,1.7,2
10,1,1.84,1
10,1,1.955,2
10,1,2.08,2
10,1,1.974,1
10,0,1.984,6
10,1,2.088,2
10,1,1.777,6
10,0,2.453,1
10,1,2.386,5
10,0,3.344,6
10,1,1.925,2
10,1,1.9,2
10,1,2.423,2
10,1,2.347,2
10,0,2.408,5
10,1,2.632,1
10,1,1.912,2
10,0,2.354,6
10,1,2.013,2
10,1,2.444,5
10,1,2.252,5
10,1,3.111,5
10,1,3.085,1
10,1,2.187,6
10,1,2.344,2
10,1,2.904,1
10,1,1.793,2
10,1,2.233,5
10,1,2.129,1
10,1,3.912,1
10,1,2.917,5
10,1,1.848,2
10,1,3.452,6
10,1,1.767,2
10,0,2.532,6
10,1,2.006,2
10,0,2.439,1
10,0,1.8,1
10,1,1.748,2
10,1,2.526,6
10,1,1.843,6
10,1,2.253,5
10,1,2.305,6
10,0,1.915,1
10,1,1.77,5
10,1,2.636,1
10,1,3.363,6
10,1,2.305,2
10,1,3.208,2
10,1,3.113,6
10,0,2.471,6
10,1,2.398,5
10,0,2.124,5
10,1,3.463,2
10,1,2.417,2
10,0,3.417,1
10,1,2.995,1
10,1,3.509,2
10,0,3.582,5
10,1,1.734,6
10,1,1.802,6
10,1,1.627,6
10,0,1.708,1
10,1,1.78,6
10,0,2.559,1
10,1,3.317,1
10,1,2.081,1
10,1,2.303,6
10,1,3.686,1
10,1,2.262,1
10,0,2.726,1
10,1,2.593,5
10,1,2.624,1
10,1,1.829,1
10,1,1.68,2
10,1,2.027,2
10,1,3.459,5
10,1,2.304,1
10,1,3.442,6
10,1,1.946,2
10,1,2.297,1
10,1,3.458,6
10,1,1.9,1
10,1,1.826,2
10,1,2.438,6
10,1,1.786,2
10,1,2.202,1
10,0,2.222,6
10,0,3.303,5
10,1,3.77,2
10,0,2.296,6
10,1,3.201,6
10,1,2.576,6
10,1,4.214,6
10,1,1.8,2
10,1,2.828,5
10,1,2.057,1
10,1,2.518,1
10,1,4.322,1
10,1,2.314,2
10,1,3.61,2
10,0,2.771,5
10,0,2.832,6
10,1,2.025,6
10,1,2.343,6
10,0,3.508,6
10,1,2.415,5
10,1,3.231,5
10,0,3.123,5
10,0,1.692,1
10,1,2.518,2
10,1,3.572,1
10,0,3.188,1
10,1,1.732,2
10,1,2.303,5
10,0,2.527,1
10,1,1.946,1
10,1,1.76,2
10,1,1.725,1
10,1,1.894,1
10,0,1.883,1
10,1,2.619,6
10,1,2.419,5
10,0,1.853,1
10,1,1.768,1
10,0,2.08,5
10,1,2.349,2
10,1,1.961,6
10,1,2.044,6
10,0,2.305,6
10,1,3.789,6
10,1,2.12,6
10,1,2.747,2
10,1,1.991,2
10,1,2.316,2
10,1,1.952,2
10,1,3.25,1
10,1,3.976,2
10,1,3.75,2
10,0,1.724,5
10,1,2.524,1
10,1,1.902,6
10,1,2.094,1
10,1,1.855,1
10,1,2.204,1
10,1,1.728,1
10,1,1.663,1
10,1,2.438,1
10,1,1.917,2
10,1,1.764,2
10,1,1.856,2
10,1,1.727,6
10,1,3.242,2
10,1,2.23,6
10,1,2.085,2
10,1,1.72,6
10,1,1.895,6
10,1,3.334,5
10,1,1.938,6
10,1,2.487,2
10,0,4.06,1
10,0,4.073,1
10,1,2.678,2
10,1,2.273,5
10,0,3.247,1
10,0,2.05,6
10,0,4.047,1
10,1,2.364,2
10,1,2.325,1
10,0,2.649,6
10,1,1.755,5
10,0,1.755,5
10,1,1.881,2
10,0,3.27,5
10,0,2.39,1
10,0,2.576,1
10,1,1.933,2
10,1,2.73,2
10,1,1.681,2
10,0,2.169,6
10,0,2.207,6
10,1,1.929,5
10,0,1.863,6
10,1,4.46,1
10,1,1.817,2
10,1,1.705,6
10,0,2.009,5
10,1,2.571,5
10,0,1.994,1
10,0,2.686,6
10,1,3.485,6
10,1,2.949,5
10,0,2.23,1
10,1,2.83,5
10,1,2.896,2
10,0,1.933,5
10,0,2.782,6
10,1,1.653,1
10,1,3.19,5
10,0,2.768,2
10,1,2.642,2
10,1,1.977,1
10,0,2.758,5
10,1,2.192,6
10,1,1.935,2
10,1,1.711,2
10,0,2.612,5
10,1,3.662,5
10,1,2.587,6
10,1,2.503,2
10,1,2.06,2
10,1,2.604,1
10,0,3.403,5
10,0,2.665,6
10,0,2.954,6
10,0,1.825,5
10,1,2.678,5
10,1,3.108,5
10,1,1.787,2
10,1,2.867,5
10,1,1.91,2
10,0,1.988,6
10,1,2.178,5
10,0,2.13,1
10,0,2.094,1
10,1,3.599,1
10,1,2.083,6
10,0,2.562,1
10,1,2.196,2
10,0,2.37,6
10,1,1.691,1
10,1,2.148,2
10,1,1.762,1
10,1,2.225,5
10,1,2.516,2
10,1,3.684,6
10,1,1.65,6
10,0,2.201,1
10,0,2.808,6
10,1,2.044,5
10,0,2.303,6
10,1,1.979,2
10,0,2.903,6
10,1,2.383,6
10,1,2.038,2
10,0,2.66,6
10,0,3.839,6
10,1,4.257,6
10,1,2.344,2
10,1,1.77,2
10,1,1.707,1
10,1,1.927,2
10,1,1.967,5
10,1,2.422,1
10,1,2.069,1
10,1,2.032,5
10,1,1.973,2
10,1,2.099,2
10,0,4.578,5
10,0,3.143,2
10,0,2.513,6
10,0,2.359,5
10,0,1.877,1
10,0,2.227,5
10,0,2.254,5
10,1,2.033,5
10,0,2.394,6
10,1,1.989,2
10,1,2.236,5
10,0,2.747,1
10,1,1.953,2
10,1,1.98,1
10,0,2.488,1
10,0,1.789,5
10,1,1.996,5
10,1,2.963,5
10,0,2.685,2
10,1,4.104,6
10,1,2.774,1
10,1,2.112,2
10,0,3.175,5
10,1,1.919,2
10,0,2.327,1
10,1,2.429,2
10,1,2.338,2
10,1,1.983,2
10,0,3.175,5
10,1,1.848,2
10,1,2.166,1
10,1,2.121,5
10,1,1.91,2
10,0,1.815,1
10,0,3.594,6
10,1,2.345,1
10,1,2.648,6
10,0,2.868,1
10,1,2.048,2
10,1,2.152,2
10,0,2.147,5
10,1,1.852,5
10,1,1.759,5
10,1,1.647,2
10,0,2.338,6
10,1,3.195,6
10,1,2.577,1
10,1,2.526,2
10,1,1.884,2
10,1,2.331,1
10,1,2.782,5
10,1,2.528,2
10,0,3.298,1
10,1,2.748,1
10,0,2.176,5
10,1,2.223,5
10,0,3.359,1
10,1,2.859,6
10,1,2.276,5
10,0,1.713,1
10,1,2.128,2
10,1,2.561,2
10,1,2.192,6
10,0,2.988,2
10,1,1.911,2
10,0,2.517,1
10,0,2.024,1
10,1,2.949,5
10,0,1.787,5
10,1,1.645,2
10,0,3.884,5
10,0,1.688,5
10,1,3.358,6
10,0,1.52,5
10,0,2.233,1
10,1,1.817,1
10,1,1.864,2
10,0,2.757,5
10,0,2.293,6
10,0,2.925,6
10,1,1.655,2
10,0,2.017,5
10,0,1.906,6
10,0,1.991,2
